710,352,1258
1212,1241,1259
1260,1261,None
1262,1260,1263
1212,501,1264
381,85,1265
1266,1267,1268
1262,189,1269
1270,1271,None
1271,1216,1272
1266,1273,1274
1271,940,None
167,1271,1275
1276,85,1277
1278,1279,None
1205,1278,1280
1228,409,1281
613,1156,1282
1241,1250,1283
1229,1239,1284
1285,1286,1287
460,1216,1288
1289,501,None
501,1254,1290
425,382,None
1291,1250,None
1250,1223,1292
1293,1075,None
1216,1293,1294
444,1295,1296
1262,1297,1298
462,430,1299
157,614,1300
1196,352,1301
1205,352,1302
1262,85,1303
1228,1304,1305
1295,1239,1306
1229,1307,1308
1309,476,1310
1311,1312,1313
1314,483,1315
1239,1304,1316
1317,1318,None
389,1317,1319
444,1320,1321
1322,85,1323
1324,1325,1326
1271,13,1327
1328,1002,None
1262,215,1329
1330,1217,1331
581,560,1332
581,1333,1334
1335,1336,1337
1338,1339,1340
1335,1341,1342
1338,1343,1344
1320,1345,1346
444,483,1347
1228,1320,1348
613,352,1349
1212,1271,1350
1351,1254,1352
1353,444,1354
1314,1285,1355
1338,1356,1357
1285,1358,1359
1285,1360,None
1360,1317,1361
1228,1345,1362
1363,1364,1365
1239,1345,1366
1286,1358,1367
1317,409,1368
1369,1370,1371
1369,1372,1373
1338,1374,None
1374,1375,1376
1377,1378,None
1379,1377,1380
1381,1356,None
1338,1381,1382
1360,484,1383
1369,1384,1385
1374,1386,1387
1374,1356,1388
1389,923,1390
1391,1392,None
1369,1391,None
1374,1393,1394
1395,1246,1396
1379,1397,1398
1389,1399,1400
1363,1401,1402
1374,1403,1404
1405,1406,None
1379,1405,1407
1391,1408,1409
1410,1411,1412
1338,1413,1414
1338,1415,1416
1417,1370,None
1369,1417,1418
1379,1419,1420
1421,1372,None
1369,1421,1422
1374,1415,1423
1338,1393,1424
1425,444,1426
1374,1427,1428
1229,1358,1429
1356,1386,1430
1228,1314,1431
531,402,1432
1318,1360,1433
1338,1434,None
1434,1435,1436
167,1212,1437
1369,1438,1439
1440,1212,None
1441,1271,None
1442,1443,None
1444,1442,1445
167,382,1446
476,1217,1447
167,85,1448
1449,1450,None
1450,1451,1452
1453,1454,None
1455,1453,1456
1457,1442,None
1442,1212,1458
1459,198,1460
1271,1461,1462
1229,1320,1463
1464,1442,1465
1466,1212,1467
246,1468,None
1468,1461,1469
1470,501,None
501,85,1471
1472,1236,None
1473,1474,None
1474,1475,1476
1477,1212,1478
1262,1212,1479
1480,1481,None
1481,501,1482
1271,85,1483
335,13,1484
1485,1486,None
1486,85,1487
1488,1260,1489
1330,1212,1490
1491,1260,None
1260,85,1492
1212,1254,1493
297,1494,1495
356,1271,1496
476,1481,1497
988,1498,1499
382,1271,1500
1481,382,1501
1502,1503,None
1503,1271,1504
1505,189,1506
1507,1236,1508
1503,1509,None
1510,356,None
1444,1271,1511
1512,1442,1513
1442,85,1514
1271,1481,1515
3,1481,1516
1236,100,1517
1518,1442,1519
1520,1521,None
1444,1520,1522
1523,1271,1524
1525,1503,None
85,1498,1526
200,170,1527
1528,382,1529
85,100,1530
381,1509,None
1271,381,1531
